Gene_ID,TG_D14,TG_D0,log2FoldChange,pvalue,padj,GeneName,Chrom,Strand,Start,End,GeneLength,GeneType,GeneDescription,TG_D14_1_readcount,TG_D14_2_readcount,TG_D14_3_readcount,TG_D0_1_readcount,TG_D0_2_readcount,TG_D0_3_readcount,TG_D14_1_fpkm,TG_D14_2_fpkm,TG_D14_3_fpkm,TG_D0_1_fpkm,TG_D0_2_fpkm,TG_D0_3_fpkm
ENSMUSG00000027133,595.0053013,856.6905754,-0.49937,0.00040808,0.0051259,Nop10,chr2,+,112261926,112263269,1109,protein_coding,NOP10_ribonucleoprotein,656,584,594,771,832,913,30.29539223,27.21425353,31.36473089,38.51341792,36.19696155,37.38410172
ENSMUSG00000038429,1156.689949,1662.489527,-0.49931,0.00013977,0.0021251,Usp5,chr6,-,124815019,124829484,3213,protein_coding,ubiquitin_specific_peptidase_5_(isopeptidase_T),1288,1306,1008,1626,1591,1635,20.5309679,21.0062039,18.37115551,28.03490225,23.89130048,23.10759514
ENSMUSG00000004032,446.2793014,645.0515331,-0.49925,0.0014827,0.013993,Gstm5,chr3,+,107895821,107898686,1083,protein_coding,glutathione_S-transferase_mu_5,488,424,460,503,653,757,23.07786624,20.23263866,24.87230541,25.72934669,29.09142942,31.74060067
ENSMUSG00000004788,341.1639979,495.2831332,-0.49923,0.0019859,0.017712,Eif2b2,chr12,+,85219481,85226628,1605,protein_coding,eukaryotic_translation_initiation_factor_2B_subunit_2_beta,377,366,315,505,484,452,12.03013774,11.78477171,11.49270301,17.43032849,14.54958685,12.78824996
ENSMUSG00000019822,537.2161817,783.0809509,-0.49873,0.0040946,0.03098,Smpd2,chr10,-,41485642,41490369,4150,protein_coding,sphingomyelin_phosphodiesterase_2_neutral,609,557,499,828,628,812,7.51577002,6.936209849,7.041077357,11.0527786,7.301160295,8.884963559
ENSMUSG00000024471,386.3219131,564.3856121,-0.49859,0.0067579,0.045393,Myot,chr18,+,44334074,44355724,2209,protein_coding,myotilin,434,318,428,486,525,651,10.06232407,7.439547645,11.34578945,12.1879253,11.46684452,13.3823687
ENSMUSG00000061904,23594.25741,33775.441,-0.49844,3.49E-05,0.00069303,Slc25a3,chr10,-,91116574,91124059,4039,protein_coding,solute_carrier_family_25_(mitochondrial_carrier_phosphate_carrier)_member_3,25933,23441,23393,29207,33077,37192,328.838905,299.9282732,339.1553986,400.5920516,395.1232601,418.1416209
ENSMUSG00000033044,1886.860422,2714.115848,-0.49785,0.00036787,0.0046892,Dhrs7c,chr11,+,67798187,67816005,1121,protein_coding,dehydrogenase/reductase_(SDR_family)_member_7C,2075,1927,1828,2675,2462,2776,94.80184181,88.83645656,95.48985758,132.1926791,105.9650805,112.4505458
ENSMUSG00000024099,7434.589293,10654.98451,-0.49777,9.11E-05,0.0015091,Ndufv2,chr17,-,66078795,66101559,1540,protein_coding,NADH_dehydrogenase_(ubiquinone)_flavoprotein_2,8098,7311,7491,9523,10242,11540,269.3154931,245.3415973,284.8431258,342.5644519,320.8812841,340.2771654
ENSMUSG00000033060,4944.489758,7037.200338,-0.49621,9.08E-07,3.10E-05,Lmo7,chr14,+,101729957,101934710,6092,protein_coding,LIM_domain_only_7,5340,5577,4448,5600,7828,7434,44.89372571,47.31031887,42.75545679,50.92339652,61.99708336,55.41283635
ENSMUSG00000023106,787.3086869,1143.822308,-0.49543,0.0040153,0.03051,Denr,chr5,+,123907175,123928832,2336,protein_coding,density-regulated_protein,887,801,748,1267,1053,983,19.44710987,17.72045231,18.75061109,30.0464389,21.74882852,19.10857925
ENSMUSG00000024082,410.0865881,590.2485993,-0.49529,0.00083088,0.0088733,Ndufaf7,chr17,+,78937135,78948052,2303,protein_coding,NADH_dehydrogenase_(ubiquinone)_1_alpha_subcomplex_assembly_factor_7,428,435,403,564,576,586,9.51818447,9.761362573,10.24702451,13.56670546,12.06726588,11.55450637
ENSMUSG00000034659,1858.761398,2672.901842,-0.4952,0.00064857,0.007348,Tmem109,chr19,-,10870660,10882001,2188,protein_coding,transmembrane_protein_109,1854,2046,1837,2717,2589,2472,43.39769853,48.32517519,49.16414665,68.79098867,57.09066071,51.30372124
ENSMUSG00000038949,782.0536067,1116.956234,-0.4948,6.23E-05,0.0011058,Cnst,chr1,+,179546370,179627478,4709,protein_coding,consortin_connexin_sorting_protein,916,799,712,900,1216,1192,9.962562746,8.768659664,8.853968448,10.58773467,12.45905838,11.4946376
ENSMUSG00000002731,161.4354513,235.4131216,-0.49478,0.0064691,0.044176,Prkra,chr2,-,76629898,76648015,1614,protein_coding,protein_kinase_interferon_inducible_double_stranded_RNA_dependent_activator,156,201,145,213,263,216,4.950229733,6.43587577,5.260792092,7.310806739,7.861991219,6.077121778
ENSMUSG00000025607,401.8409186,577.6655166,-0.49395,0.0007247,0.008009,Copg2,chr6,-,30747554,30896794,3961,protein_coding,coatomer_protein_complex_subunit_gamma_2,406,461,378,543,553,595,5.24959111,6.014661745,5.588221659,7.594238246,6.73597746,6.82118521
ENSMUSG00000041426,935.1863761,1334.28345,-0.49347,6.03E-05,0.0010763,Hibch,chr1,+,52844929,52920986,3765,protein_coding,3-hydroxyisobutyryl-Coenzyme_A_hydrolase,1047,940,903,1161,1381,1388,14.24249211,12.90262272,14.044602,17.08269825,17.69738237,16.74064566
ENSMUSG00000028861,922.6307517,1322.941264,-0.49344,0.00040488,0.0050967,Mrps15,chr4,+,126046925,126055532,1037,protein_coding,mitochondrial_ribosomal_protein_S15,1012,956,885,1290,1230,1341,49.98112677,47.64246913,49.97481339,68.91284574,57.22775265,58.721581
ENSMUSG00000052712,2306.525727,3289.760374,-0.49334,4.08E-05,0.00078551,BC004004,chr17,+,29268788,29302881,3251,protein_coding,cDNA_sequence_BC004004,2528,2405,2202,3059,3196,3384,39.82578882,38.23078685,39.66313261,52.12568053,47.43185804,47.26733352
ENSMUSG00000032456,246.6005472,358.5336735,-0.49316,0.0056356,0.039648,Nmnat3,chr9,+,98287435,98420438,2166,protein_coding,nicotinamide_nucleotide_adenylyltransferase_3,233,283,245,365,340,338,5.509367658,6.752165967,6.623603072,9.33520034,7.573572743,7.086078617
ENSMUSG00000044197,1277.078974,1820.500093,-0.49247,4.66E-05,0.00087263,Gpr146,chr5,+,139377697,139396415,4264,protein_coding,G_protein-coupled_receptor_146,1338,1382,1229,1676,1888,1777,16.0710112,16.7496591,16.87801442,21.77439258,21.36314215,18.92421834
ENSMUSG00000039648,498.2871481,713.8584561,-0.4924,0.00045393,0.0055957,Ccbl1,chr2,-,30185124,30205847,2057,protein_coding,cysteine_conjugate-beta_lyase_1,584,487,471,638,711,749,14.54061722,12.235164,13.40828653,17.18207528,16.67691232,16.53465906
ENSMUSG00000021236,1970.296419,2819.291244,-0.49238,0.00029013,0.0038604,Entpd5,chr12,-,84373857,84409029,4972,protein_coding,ectonucleoside_triphosphate_diphosphohydrolase_5,1907,2267,1916,2612,3140,2521,19.64372563,23.56326815,22.56581647,29.10256602,30.47044974,23.02445951
ENSMUSG00000021772,362.3035036,524.1912804,-0.49098,0.0043033,0.032211,Nkiras1,chr14,+,18271136,18283942,4537,protein_coding,NFKB_inhibitor_interacting_Ras-like_protein_1,410,347,360,497,444,591,4.628277219,3.952535879,4.646440587,6.068436892,4.721658002,5.915158959
ENSMUSG00000068663,458.0039446,657.899392,-0.49046,0.0010331,0.010541,Clec16a,chr16,+,10545339,10744878,6244,protein_coding,C-type_lectin_domain_family_16_member_A,528,494,403,649,676,595,4.330871664,4.088642888,3.779451865,5.757991678,5.223530536,4.327148401
ENSMUSG00000036052,1493.108942,2123.447781,-0.4904,3.35E-05,0.00066969,Dnajb5,chr4,+,42949814,42959425,5052,protein_coding,DnaJ_(Hsp40)_homolog_subfamily_B_member_5,1514,1658,1444,1824,2125,2309,15.34853114,16.96040856,16.73749723,20.00095453,20.29438658,20.75431048
ENSMUSG00000002500,4647.531757,6651.761588,-0.49027,0.00055449,0.0065375,Rpl3l,chr17,+,24727820,24736143,1375,protein_coding,ribosomal_protein_L3-like,4730,4796,4772,6578,6186,6628,176.1824841,180.256777,203.2284026,265.021069,217.0638761,218.8908058
ENSMUSG00000021313,13093.63218,18591.89305,-0.49024,9.15E-06,0.00022806,Ryr2,chr13,-,11553103,12106945,16813,protein_coding,ryanodine_receptor_2_cardiac,13664,14811,12132,14513,21764,18932,41.62334002,45.52545493,42.25458644,47.8190796,62.45595315,51.13273243
ENSMUSG00000002949,1486.507275,2146.49902,-0.48988,0.0035802,0.027886,Timm44,chr8,-,4259731,4275913,3041,protein_coding,translocase_of_inner_mitochondrial_membrane_44,1668,1472,1450,2364,1915,1921,28.09208104,25.01534606,27.92146806,43.0645866,30.38314278,28.68525158
ENSMUSG00000025785,250.1549412,361.0988255,-0.48913,0.0037721,0.029056,Exosc7,chr9,+,123113215,123136129,1053,protein_coding,exosome_component_7,243,281,248,353,349,352,11.81903963,13.79091476,13.7914515,18.57101175,15.99106513,15.17965883
ENSMUSG00000037814,670.77375,955.2956135,-0.48882,0.00013858,0.0021093,Larp1b,chr3,+,40950631,40977793,1705,protein_coding,-,690,737,647,868,979,958,20.72664428,22.33871719,22.2211517,28.20230287,27.70375544,25.5146047
ENSMUSG00000031568,565.1487768,808.0640049,-0.4887,0.00058946,0.0068223,Rwdd4a,chr8,+,47533664,47552955,2921,protein_coding,RWD_domain_containing_4A,626,572,548,766,775,823,10.97607492,10.11997867,10.98590068,14.52735145,12.80119408,12.79428429
ENSMUSG00000032370,306.4905477,440.4383137,-0.48856,0.0019444,0.017431,Lactb,chr9,-,66955393,66975484,2031,protein_coding,lactamase_beta,319,330,298,423,413,451,8.044240496,8.396903107,8.591975055,11.53771148,9.811162403,10.08357045
ENSMUSG00000046711,627.071899,896.2701534,-0.48796,0.0005437,0.0064378,Hmga1,chr17,+,27556620,27563674,1898,protein_coding,high_mobility_group_AT-hook_1,685,672,586,880,858,877,18.48411449,18.29734978,18.07956907,25.68477079,21.810791,20.98220393
ENSMUSG00000020634,387.3055375,555.0107742,-0.48784,0.001469,0.013928,Ubxn2a,chr12,-,4879032,4907705,2696,protein_coding,UBX_domain_protein_2A,429,434,342,435,700,514,8.149701288,8.319265165,7.428359012,8.938375586,12.52732915,8.657469087
ENSMUSG00000040048,10412.58581,14988.89091,-0.48708,0.0033678,0.026709,Ndufb10,chr17,-,24722060,24724478,834,protein_coding,NADH_dehydrogenase_(ubiquinone)_1_beta_subcomplex_10,11145,10654,10320,16675,12955,13615,684.4130922,660.1790938,724.6033098,1107.615494,749.4655987,741.3090693
ENSMUSG00000033722,635.5972931,904.9979266,-0.48615,0.00040837,0.0051259,BC034090,chr1,-,155212471,155244444,4873,protein_coding,cDNA_sequence_BC034090,701,628,631,752,907,1014,7.36759752,6.660063313,7.582625633,8.54890832,8.980307586,9.449074257
ENSMUSG00000031633,90216.79963,128834.3668,-0.4859,0.00081679,0.0087692,Slc25a4,chr8,-,46206797,46211284,1925,protein_coding,solute_carrier_family_25_(mitochondrial_carrier_adenine_nucleotide_translocator)_member_4,101882,88088,88471,129712,114260,130947,2710.63483,2364.836616,2691.267514,3732.833786,2863.807501,3088.961801
ENSMUSG00000028743,791.2714561,1144.954492,-0.48559,0.0070567,0.047016,Akr7a5,chr4,+,139310744,139318426,1288,protein_coding,aldo-keto_reductase_family_7_member_A5_(aflatoxin_aldehyde_reductase),856,842,751,1293,915,1089,34.03785533,33.7840222,34.14371249,55.61243259,34.27563958,38.39367949
ENSMUSG00000034449,1516.070122,2158.120698,-0.4854,0.00035987,0.0046084,Dhrs11,chr11,-,84820856,84828994,1254,protein_coding,dehydrogenase/reductase_(SDR_family)_member_11,1854,1441,1403,1766,2143,2471,75.72102423,59.38565757,65.51591357,78.01576892,82.45271694,89.47937198
ENSMUSG00000001829,959.4557219,1374.413963,-0.48535,0.0018485,0.016689,Clpb,chr7,+,101663633,101790168,4627,protein_coding,ClpB_caseinolytic_peptidase_B,995,979,979,1414,1309,1272,11.01356369,10.93448461,12.38995871,16.92930543,13.64961756,12.48347024
ENSMUSG00000042429,232.3440699,334.7947414,-0.48495,0.006288,0.043235,Adora1,chr1,-,134199223,134235431,4968,protein_coding,adenosine_A1_receptor,284,226,211,231,385,385,2.927797525,2.350942339,2.487067286,2.57584439,3.739034554,3.519061532
ENSMUSG00000022803,7136.531275,10164.30384,-0.48368,0.000637,0.0072463,Popdc2,chr16,+,38362209,38378216,2169,protein_coding,popeye_domain_containing_2,7214,7618,7165,10273,9526,9784,170.3416589,181.5083219,193.4386754,262.3777277,211.9001975,204.8352095
ENSMUSG00000020459,578.1294045,821.3645962,-0.48355,0.00031222,0.0040997,Mtif2,chr11,+,29526408,29545279,2741,protein_coding,mitochondrial_translational_initiation_factor_2,624,600,562,741,804,867,11.65949769,11.31246739,12.00643148,14.97608868,14.15231054,14.36341737
ENSMUSG00000006931,593.5626827,844.6968495,-0.48344,0.0004751,0.0058018,Leprel4,chr11,-,100408456,100414836,2178,protein_coding,leprecan-like_4,605,671,562,804,872,796,14.22662178,15.92134562,15.11002236,20.44972178,19.31696735,16.5959803
ENSMUSG00000024007,407.6291526,586.4158425,-0.48306,0.0049534,0.03575,Ppil1,chr17,-,29250803,29264158,1434,protein_coding,peptidylprolyl_isomerase_(cyclophilin)-like_1,395,439,420,610,559,534,14.10757055,15.82087482,17.1508957,23.56513403,18.80801632,16.90985268
ENSMUSG00000009894,437.2098435,627.265043,-0.48304,0.0032525,0.026044,Snap47,chr11,-,59407134,59451186,1896,protein_coding,synaptosomal-associated_protein_47,433,482,434,646,593,584,11.69644411,13.13783583,13.40411247,18.87484594,15.0902591,13.98692456
ENSMUSG00000014592,1502.146143,2122.528292,-0.4829,1.79E-05,0.00039794,Camta1,chr4,-,150917322,151861876,8533,protein_coding,calmodulin_binding_transcription_activator_1,1586,1684,1389,1802,2117,2341,9.519315563,10.1989501,9.532068769,11.69882573,11.97014603,12.45797303
ENSMUSG00000017344,567.5666844,814.989546,-0.48252,0.0041475,0.031242,Vtn,chr11,+,78499091,78502324,1744,protein_coding,vitronectin,516,653,579,829,733,808,15.15330998,19.35003817,19.4410067,26.33281454,20.27859354,21.0383947
ENSMUSG00000029198,1655.453711,2362.22708,-0.48236,0.0013745,0.013209,Grpel1,chr5,+,36464998,36474080,3528,protein_coding,GrpE-like_1_mitochondrial,1846,1612,1646,2406,2177,2287,26.79831,23.6130228,27.32045458,37.77950619,29.77214935,29.4364414
ENSMUSG00000024958,474.5387842,679.9658606,-0.48212,0.003069,0.024877,Gpr137,chr19,-,6938069,6942450,1845,protein_coding,G_protein-coupled_receptor_137,482,506,475,699,625,652,13.37996429,14.17324426,15.07592284,20.98795072,16.34421186,16.04718811
ENSMUSG00000033819,339.7005233,488.2723366,-0.48194,0.003958,0.030238,Ppp1r16a,chr15,+,76671615,76694919,2692,protein_coding,protein_phosphatase_1_regulatory_(inhibitor)_subunit_16A,419,361,281,492,440,489,7.971558799,6.930223993,6.112486756,10.12463272,7.886021509,8.248624275
ENSMUSG00000026930,2483.470682,3513.917173,-0.48172,7.82E-05,0.0013286,Gpsm1,chr2,+,26315515,26348237,3432,protein_coding,G-protein_signalling_modulator_1_(AGS3-like_C._elegans),2950,2503,2255,3023,3408,3921,44.02293801,37.69022203,38.4756472,48.79553662,47.91071402,51.87967915
ENSMUSG00000025217,221.6760447,319.3472236,-0.47988,0.0067023,0.045121,Btrc,chr19,+,45363734,45533341,6323,protein_coding,beta-transducin_repeat_containing_protein,223,296,176,288,359,292,1.80628372,2.419266182,1.62995702,2.523239859,2.739375726,2.097043252
ENSMUSG00000020326,7652.78862,10810.71398,-0.47975,7.89E-05,0.0013368,Ccng1,chr11,-,40748552,40755311,3512,protein_coding,cyclin_G1,7447,8424,7714,9215,10873,11790,108.600327,123.9592604,128.620974,145.3550292,149.3740709,152.4428348
ENSMUSG00000031864,358.0661863,507.1150247,-0.47863,0.00041977,0.0052596,Ints10,chr8,+,68793929,68829410,4250,protein_coding,integrator_complex_subunit_10,384,398,329,434,551,511,4.627501634,4.839597764,4.533082621,5.657050165,6.255225998,5.45983714
ENSMUSG00000037022,524.9309743,749.2394685,-0.47813,0.003243,0.025985,Mmaa,chr8,-,79266424,79294956,2843,protein_coding,methylmalonic_aciduria_(cobalamin_deficiency)_type_A,594,471,547,715,726,750,10.70074147,8.561683571,11.26671045,13.93215869,12.32083375,11.97931878
ENSMUSG00000028454,339.18771,484.5759221,-0.47799,0.0042606,0.031973,Pigo,chr4,-,43017635,43025819,4239,protein_coding,phosphatidylinositol_glycan_anchor_biosynthesis_class_O,348,325,366,449,464,507,4.204555735,3.962187922,5.055968222,5.867757469,5.281227795,5.431155798
ENSMUSG00000022477,29319.28116,41445.84778,-0.47713,0.00028902,0.0038494,Aco2,chr15,+,81872309,81915133,2918,protein_coding,aconitase_2_mitochondrial,34395,28488,27821,39859,39372,41878,603.6904598,504.5355803,558.3083401,756.7115131,651.0023034,651.700964
ENSMUSG00000021286,565.3850552,802.5094833,-0.47686,0.0011347,0.011414,Zfyve21,chr12,+,111814170,111828388,1310,protein_coding,zinc_finger_FYVE_domain_containing_21,696,533,523,736,830,789,27.21085765,21.02669614,23.37852246,31.12402455,30.56941537,27.3497541
ENSMUSG00000075585,240.6454509,344.570891,-0.47644,0.0045307,0.033538,6330403L08Rik,chr5,+,138995056,139000577,5522,lincRNA,RIKEN_cDNA_6330403L08_gene,273,280,199,328,380,301,2.532039819,2.620455291,2.110295831,3.290536192,3.320225117,2.475242833
ENSMUSG00000036327,285.3746893,408.2517819,-0.47622,0.0039743,0.030346,Qsox2,chr2,-,26208637,26237525,4011,protein_coding,quiescin_Q6_sulfhydryl_oxidase_2,309,347,236,399,369,423,3.94557319,4.470868931,3.445450444,5.5107342,4.438682087,4.7888962
ENSMUSG00000021993,1100.32934,1553.43987,-0.47614,0.00020563,0.0029193,Mipep,chr14,+,60784566,60903610,2403,protein_coding,mitochondrial_intermediate_peptidase,1167,1210,1032,1492,1524,1525,24.87261066,26.02236265,25.14852935,34.39571033,30.59930289,28.81799696
ENSMUSG00000032648,17298.37494,24484.71655,-0.4758,0.00068169,0.0076364,Pygm,chr19,+,6384399,6398459,2874,protein_coding,muscle_glycogen_phosphorylase,17721,17867,17655,24358,22913,24080,315.7953626,321.2772687,359.7225181,469.509185,384.6586718,380.4673882
ENSMUSG00000060923,765.9761858,1088.478592,-0.47577,0.0025073,0.021134,Acyp2,chr11,-,30505991,30649587,863,protein_coding,acylphosphatase_2_muscle_type,750,751,842,836,1141,1255,44.50970892,44.9722138,57.13312281,53.66420651,63.79037938,66.03598322
ENSMUSG00000079562,1037.397987,1473.642383,-0.47569,0.0015838,0.014718,Maea,chr5,+,33335572,33373294,2128,protein_coding,macrophage_erythroblast_attacher,1071,1193,955,1521,1314,1445,25.77639235,28.97236484,26.27957968,39.59559021,29.79230311,30.83499922
ENSMUSG00000037152,3508.509725,4962.587578,-0.47567,0.00056813,0.0066198,Ndufc1,chr3,-,51404677,51408988,1249,protein_coding,NADH_dehydrogenase_(ubiquinone)_1_subcomplex_unknown_1,3705,3585,3522,4697,4456,5359,151.9252852,148.334389,165.1252849,208.3278598,172.1325808,194.8359247
ENSMUSG00000039018,398.0950121,565.4141133,-0.47547,0.0025639,0.021546,Mtg1,chr7,+,140137564,140150786,2133,protein_coding,mitochondrial_GTPase_1_homolog_(S._cerevisiae),382,414,425,470,568,632,9.17226923,10.03054686,11.66768623,12.20664271,12.84806771,13.4546976
ENSMUSG00000047419,6155.784852,8652.105149,-0.47486,2.91E-05,0.00059406,Cmya5,chr13,-,93040713,93144724,11850,protein_coding,cardiomyopathy_associated_5,6754,6933,5460,8172,8974,8190,29.19086688,30.23555711,26.98118124,38.20315567,36.53827593,31.38435949
ENSMUSG00000000811,238.9935185,339.9194542,-0.47415,0.0028066,0.023166,Txnrd3,chr6,+,89643988,89675529,2836,protein_coding,thioredoxin_reductase_3,236,282,223,309,346,343,4.261966806,5.138756122,4.604529962,6.03589232,5.886405938,5.492064283
ENSMUSG00000050856,6159.734702,8810.157254,-0.47407,0.0066501,0.044972,Atp5k,chr5,-,108433244,108434448,563,protein_coding,ATP_synthase_H+_transporting_mitochondrial_F1F0_complex_subunit_E,6727,6214,6067,10098,7573,7678,611.9519447,570.3979808,631.0332841,993.610568,648.9928293,619.2805374
ENSMUSG00000033352,560.4755427,788.4013224,-0.47371,0.00010369,0.0016597,Map2k4,chr11,-,65688243,65788297,3695,protein_coding,mitogen-activated_protein_kinase_kinase_4,621,629,494,648,858,826,8.607587454,8.797339011,7.828871648,9.715156335,11.20348615,10.15110507
ENSMUSG00000028080,379.3395924,535.4135451,-0.47356,0.00044195,0.0054784,Lrba,chr3,+,86224690,86782693,9882,protein_coding,LPS-responsive_beige-like_anchor,401,442,337,460,579,540,2.07827881,2.311492801,1.996970816,2.578708267,2.826923464,2.481399147
ENSMUSG00000052698,1224.382613,1717.240082,-0.47356,1.40E-05,0.00032779,Tln2,chr9,-,67217087,67559703,12132,protein_coding,talin_2,1311,1348,1137,1483,1834,1745,5.53445138,5.74212465,5.488007925,6.771704212,7.293689417,6.531467167
ENSMUSG00000027452,5154.001675,7231.074559,-0.47332,2.12E-05,0.00045982,Acss1,chr2,-,150618105,150668500,3618,protein_coding,acyl-CoA_synthetase_short-chain_family_member_1,5951,5213,4804,5872,7591,7935,84.2414191,74.46192985,77.75370688,89.90973443,101.2303563,99.59237448
ENSMUSG00000030214,521.78518,739.7363808,-0.47332,0.0024843,0.021026,Plbd1,chr6,-,136612070,136661928,2058,protein_coding,phospholipase_B_domain_containing_1,477,568,556,587,770,835,11.87072639,14.26323674,15.82035002,15.80090498,18.05201522,18.42420781
ENSMUSG00000025428,65914.50877,92635.18289,-0.4727,9.07E-05,0.0015038,Atp5a1,chr18,+,77773729,77782869,2674,protein_coding,ATP_synthase_H+_transporting_mitochondrial_F1_complex_alpha_subunit_1,71878,67416,64273,86646,89104,95531,1376.698591,1302.916858,1407.517604,1795.049156,1607.741173,1622.298024
ENSMUSG00000026926,1346.19008,1893.245437,-0.47239,0.00014746,0.0022222,Pmpca,chr2,+,26389339,26397122,3135,protein_coding,peptidase_(mitochondrial_processing)_alpha,1449,1427,1288,1785,1935,1824,23.67200952,23.52347907,24.05830269,31.54204927,29.77993603,26.42013347
ENSMUSG00000047719,243.1891435,346.0258554,-0.47188,0.0049409,0.03568,Ubiad1,chr4,-,148434495,148444771,2992,protein_coding,UbiA_prenyltransferase_domain_containing_1,237,260,251,321,335,358,4.056869552,4.490832781,4.912457421,5.943368712,5.402111629,5.43336844
ENSMUSG00000032479,4843.358078,6800.338558,-0.47112,0.00010972,0.0017342,Map4,chr9,+,109931460,110083947,6083,protein_coding,microtubule-associated_protein_4,4863,5282,4800,6318,6988,6630,40.94404441,44.87409529,46.2072463,57.53750632,55.42623977,49.49296024
ENSMUSG00000022629,223.4109393,318.0319142,-0.47097,0.0065232,0.044502,Kif21a,chr15,-,90933276,91049948,6439,protein_coding,kinesin_family_member_21A,221,225,239,287,315,332,1.757835112,1.805839791,2.173532521,2.469179724,2.36032858,2.341355592
ENSMUSG00000031511,1715.248779,2423.420508,-0.47094,0.0011995,0.011899,Arhgef7,chr8,+,11728105,11835219,4926,protein_coding,Rho_guanine_nucleotide_exchange_factor_(GEF7),1642,2037,1632,2438,2352,2268,17.07194613,21.3703555,19.40047725,27.41754243,23.03685805,20.90722346
ENSMUSG00000002342,1016.447771,1439.000356,-0.47064,0.0021066,0.018493,Tmem161a,chr8,+,70172356,70183681,3018,protein_coding,transmembrane_protein_161A,1068,1037,1026,1471,1413,1302,18.12409391,17.75720655,19.90741143,27.00117526,22.58932547,19.59022695
ENSMUSG00000015672,332.4325306,471.3235603,-0.4706,0.0041285,0.031115,Mrpl32,chr13,-,14610301,14613037,768,protein_coding,mitochondrial_ribosomal_protein_L32,359,335,331,342,490,572,23.94073696,22.54232529,25.23791309,24.66914607,30.78330153,33.82069494
ENSMUSG00000045867,258.6530337,366.0506672,-0.4704,0.0028236,0.023277,Cradd,chr10,-,95174746,95324097,1650,protein_coding,CASP2_and_RIPK1_domain_containing_adaptor_with_death_domain,274,283,244,284,374,428,8.504933164,8.863752415,8.659494664,9.535064305,10.93623904,11.77897617
ENSMUSG00000031197,424.5458439,600.5387567,-0.47027,0.0025198,0.021213,Vbp1,chrX,+,75514299,75534942,1595,protein_coding,von_Hippel-Lindau_binding_protein_1,409,514,394,432,711,649,13.13308959,16.65396152,14.46512534,15.00418084,21.50746623,18.47701144
ENSMUSG00000023830,1598.436638,2241.200659,-0.47007,5.96E-05,0.001066,Igf2r,chr17,-,12682406,12769664,8887,protein_coding,insulin-like_growth_factor_2_receptor,1758,1867,1361,2011,2468,2112,10.13136535,10.85686064,8.967876356,12.53562872,13.39893596,10.79161522
ENSMUSG00000029535,296.2114004,418.174499,-0.46944,0.0010779,0.010918,Triap1,chr5,+,115341225,115343569,1088,protein_coding,TP53_regulated_inhibitor_of_apoptosis_1,327,340,256,371,431,428,15.39299555,16.14972558,13.77836663,18.89009947,19.11299346,17.86333702
ENSMUSG00000006494,1669.442412,2346.01972,-0.46931,0.00030603,0.0040349,Pdk1,chr2,+,71873224,71903858,5185,protein_coding,pyruvate_dehydrogenase_kinase_isoenzyme_1,1732,1881,1561,2252,2491,2120,17.10816434,18.7480093,17.62953304,24.06073312,23.17956616,18.56670421
ENSMUSG00000022350,320.8947969,451.9487468,-0.46907,0.00086484,0.0091589,E430025E21Rik,chr15,-,59331998,59374167,4032,protein_coding,RIKEN_cDNA_E430025E21_gene,337,375,286,370,486,481,4.280688874,4.806465946,4.153671785,5.083588998,5.815620813,5.417167588
ENSMUSG00000031532,3948.473356,5579.873527,-0.46841,0.0021671,0.018927,Tmem66,chr8,+,34154563,34170845,1897,protein_coding,store-operated_calcium_entry-associated_regulatory_factor,4169,4046,3955,5817,4910,5464,112.5560518,110.2233669,122.0859885,169.8716728,124.8804622,130.7949807
ENSMUSG00000024953,6743.955263,9577.30686,-0.46823,0.005208,0.037202,Prdx5,chr19,-,6906697,6910106,1826,protein_coding,peroxiredoxin_5,7489,6668,6650,10444,7793,9431,210.0522529,188.7165304,213.2590837,316.8511739,205.9132244,234.5333949
ENSMUSG00000020576,326.6132742,464.0094515,-0.4672,0.0049412,0.03568,Nbas,chr12,+,13269127,13583810,7239,protein_coding,neuroblastoma_amplified_sequence,331,399,287,470,425,455,2.34182104,2.848455535,2.321613855,3.596735586,2.832635475,2.85417461
ENSMUSG00000029364,1056.294919,1498.122323,-0.46699,0.0046034,0.033912,Wsb2,chr5,+,117357304,117378601,3357,protein_coding,WD_repeat_and_SOCS_box-containing_2,1092,1245,947,1641,1365,1324,16.6600225,19.16607289,16.51905901,27.07986346,19.61831243,17.90953715
ENSMUSG00000037972,333.8869307,470.7847393,-0.46698,0.0011886,0.011842,Snn,chr16,+,11066298,11074983,2902,protein_coding,stannin,388,373,281,428,471,483,6.847603479,6.642423312,5.670163455,8.170254623,7.830758587,7.557835604
ENSMUSG00000026526,6215.201797,8696.783389,-0.46671,0.00011212,0.0017662,Fh1,chr1,-,175600374,175625635,2636,protein_coding,fumarate_hydratase_1,6594,6421,6158,7847,8376,9312,128.1173135,125.8845377,136.7983772,164.9101843,153.3103938,160.4151123
ENSMUSG00000021898,1186.885041,1667.701488,-0.46655,0.0008788,0.0092576,Asb14,chr14,+,26894557,26915258,2062,protein_coding,ankyrin_repeat_and_SOCS_box-containing_14,1291,1304,1088,1159,1827,1996,32.06578437,32.68165611,30.8977533,31.137519,42.7494196,43.9561447
